,304,Purple Springs,Nellie L. ,McClung,1921,Canada,Novels,Purple Springs,Nellie L. ,McClung,,PIONEERS AND SEEKERS,North America,Canada,,,,
,305,"A New Home—Who'll Follow?, or Glimpses of Western Life",Caroline ,Kirkland ,1839,U.S.,Novels,"A New Home—Who'll Follow?, or Glimpses of Western Life",Caroline ,Kirkland ,,PIONEERS AND SEEKERS,North America,U.S.,,,,
,306,My Ántonia,Willa ,Cather ,1918,U.S.,Novels,My Ántonia,Willa ,Cather ,,PIONEERS AND SEEKERS,North America,U.S.,,,,
,307,"Mountain Charley or the Adventures of Mrs. E. J. Guerin, Who Was Thirteen Years in Male Attire",Mrs. E. J. ,Guerin ,1861,U.S.,Autobiographies and Memoirs,"Mountain Charley or the Adventures of Mrs. E. J. Guerin, Who Was Thirteen Years in Male Attire",Mrs. E. J. ,Guerin ,,PIONEERS AND SEEKERS,North America,U.S.,,,,
,308,Living My Life,Emma ,Goldman ,1931,U.S.,Autobiographies and Memoirs,Living My Life,Emma ,Goldman ,,PIONEERS AND SEEKERS,North America,U.S.,,,,
,309,"Libby: The Alaskan Diaries and Letters of Libby Beaman, 1879-1880, as Presented by her Granddaughter Betty John",Libby ,Beaman,1987,U.S.,"Diaries, Journals, and Letters","Libby: The Alaskan Diaries and Letters of Libby Beaman, 1879-1880, as Presented by her Granddaughter Betty John",Libby ,Beaman,Betty John,PIONEERS AND SEEKERS,North America,U.S.,,,,
,310,A Lady's Life in the Rocky Mountains,Isabella ,Bird ,1879,U.S.,"Diaries, Journals, and Letters",A Lady's Life in the Rocky Mountains,Isabella ,Bird ,,PIONEERS AND SEEKERS,North America,U.S.,,,,
,311,The Hidden Hand,E.D.E.N ,Southworth ,1859,U.S.,Novels,The Hidden Hand,E.D.E.N ,Southworth ,,PIONEERS AND SEEKERS,North America,U.S.,,,,
,312,Heat and Dust,Ruth Prawer ,Jhabvala ,1975,India,Novels,Heat and Dust,Ruth Prawer ,Jhabvala ,,PIONEERS AND SEEKERS,Asia,India,,,,
,313,Floreana: A Woman's Pilgrimage to the Galapagos,Margaret ,Wittmer ,1959,Ecuador,Autobiographies and Memoirs,Floreana: A Woman's Pilgrimage to the Galapagos,Margaret ,Wittmer ,,PIONEERS AND SEEKERS,South and Central America,Ecuador,,,,
,314,Exile in the Promised Land,Marcia ,Freedman ,1990,Israel,Autobiographies and Memoirs,Exile in the Promised Land,Marcia ,Freedman ,,PIONEERS AND SEEKERS,Middle East,Israel,U.S.,,X,
tr,315,Enchanted April,Elizabeth ,von Arnim ,1922,Italy,Novels,Enchanted April,Elizabeth ,von Arnim ,,PIONEERS AND SEEKERS,Europe,Italy,England,,,
,316,The Devil is Loose,Antonine ,Maillet ,1986,Canada,Novels,The Devil is Loose,Antonine ,Maillet ,,PIONEERS AND SEEKERS,North America,Canada,,,,
,317,Daughter of the Hills: A Woman's Part in the Coal Miner's Struggle,Myra ,Page ,1950,U.S.,Novels,Daughter of the Hills: A Woman's Part in the Coal Miner's Struggle,Myra ,Page ,,PIONEERS AND SEEKERS,North America,U.S.,,,,
,318,The Curve of Time,M. Wylie ,Blanchet ,1968,Canada,Autobiographies and Memoirs,The Curve of Time,M. Wylie ,Blanchet ,,PIONEERS AND SEEKERS,North America,Canada,,,,
,319,Crusade for Justice: The Autobiography of Ida B. Wells,Ida B. ,Wells ,1928,U.S.,Autobiographies and Memoirs,Crusade for Justice: The Autobiography of Ida B. Wells,Ida B. ,Wells ,,PIONEERS AND SEEKERS,North America,U.S.,,X,,
,320,The Cavalry Maiden: Journals of a Russian Officer in the Napoleonic Wars,Nadezhda ,Durova ,1863,Russia,"Diaries, Journals, and Letters",The Cavalry Maiden: Journals of a Russian Officer in the Napoleonic Wars,Nadezhda ,Durova ,,PIONEERS AND SEEKERS,Europe,Russia,,,,
,321,Annapurna: A Woman's Place,Arlene ,Blum ,1980,Nepal,Autobiographies and Memoirs,Annapurna: A Woman's Place,Arlene ,Blum ,,PIONEERS AND SEEKERS,Asia,Nepal,U.S.,,,
,322,All But the Waltz: A Memoir of Five Generations in the Life of a Montana Family,Mary Clearman ,Blew ,1991,U.S.,Autobiographies and Memoirs,All But the Waltz: A Memoir of Five Generations in the Life of a Montana Family,Mary Clearman ,Blew ,,PIONEERS AND SEEKERS,North America,U.S.,,,,
PLACES AND HOMES (Read: 1),,,,,,,,,,,,PLACES AND HOMES,,,,,,
,323,Womenfolks: Growing Up Down South,Shirley ,Abbott ,1983,U.S.,Nonfiction,Womenfolks: Growing Up Down South,Shirley ,Abbott ,,PLACES AND HOMES,North America,U.S.,,,,
,324,Women of the Shadows: The Wives and Mothers of Southern Italy,Ann ,Cornelisen ,1977,Italy,Nonfiction,Women of the Shadows: The Wives and Mothers of Southern Italy,Ann ,Cornelisen ,,PLACES AND HOMES,Europe,Italy,U.S.,,,
,325,Winter Wheat,Mildred ,Walker ,1943,U.S.,Novels,Winter Wheat,Mildred ,Walker ,,PLACES AND HOMES,North America,U.S.,,,,
,326,Talking to the Dead,Sylvia ,Watanabe ,1992,U.S.,Short Stories,Talking to the Dead,Sylvia ,Watanabe ,,PLACES AND HOMES,North America,U.S.,,X,,
,327,Street Games,Rosellen ,Brown ,1991,U.S.,Short Stories,Street Games,Rosellen ,Brown ,,PLACES AND HOMES,North America,U.S.,,,,
,328,Stradbroke Dreamtime,Oodgeroo ,Nunukul ,1972,Australia,Autobiographies and Memoirs,Stradbroke Dreamtime,Oodgeroo ,Nunukul ,,PLACES AND HOMES,Oceania,Australia,,,,
,329,The Solace of Open Spaces,Gretel ,Ehrlich ,1985,U.S.,Essays,The Solace of Open Spaces,Gretel ,Ehrlich ,,PLACES AND HOMES,North America,U.S.,,,,
,330,River Time: The Frontier on the Lower Neuse,Janet ,Lembke ,1989,U.S.,Nonfiction,River Time: The Frontier on the Lower Neuse,Janet ,Lembke ,,PLACES AND HOMES,North America,U.S.,,,,
,331,Refuge: An Unnatural History of Family and Place,Terry Tempest ,Williams ,1991,U.S.,Autobiographies and Memoirs,Refuge: An Unnatural History of Family and Place,Terry Tempest ,Williams ,,PLACES AND HOMES,North America,U.S.,,,,
,332,Out of Africa,Karen,Blixen,1937,Kenya,Autobiographies and Memoirs,Out of Africa,Karen,Blixen,,PLACES AND HOMES,Africa,Kenya,Denmark,,,Isak Dinesen
,333,Now in November,Josephine ,Johnson ,1934,U.S.,Novels,Now in November,Josephine ,Johnson ,,PLACES AND HOMES,North America,U.S.,,,,
,334,My Mother's House,,Colette,1953,France,Essays,My Mother's House,,Colette,"
",PLACES AND HOMES,Europe,France,,,,
,335,Mute Phone Calls and Other Stories,Ruth ,Zernova ,1961,Russia,Short Stories,Mute Phone Calls and Other Stories,Ruth ,Zernova ,,PLACES AND HOMES,Europe,Russia,,,,
,336,Lemon Swamp and Other Places: A Carolina Memoir,Mamie Garvin ,Fields,1983,U.S.,Autobiographies and Memoirs,Lemon Swamp and Other Places: A Carolina Memoir,Mamie Garvin ,Fields,Karen Fields ,PLACES AND HOMES,North America,U.S.,,X,,
,337,The Land of Little Rain,Mary ,Austin ,1903,U.S.,Nonfiction,The Land of Little Rain,Mary ,Austin ,,PLACES AND HOMES,North America,U.S.,,,,
,338,Italian Days,Barbara Grizzuti ,Harrison ,1989,Italy,Nonfiction,Italian Days,Barbara Grizzuti ,Harrison ,,PLACES AND HOMES,Europe,Italy,U.S.,,,
,339,The Irish R.M.,E.,Somerville,1899,England,Short Stories,The Irish R.M.,E.,Somerville,Martin Ross ,PLACES AND HOMES,Europe,England,,,,"Edith Somerville, Violet Florence Ross"
r,340,The House on Mango Street,Sandra ,Cisneros ,1991,U.S.,Short Stories,The House on Mango Street,Sandra ,Cisneros ,,PLACES AND HOMES,North America,U.S.,,X,,
,341,Her,Cherry ,Muhaniji ,1990,U.S.,Novels,Her,Cherry ,Muhaniji ,,PLACES AND HOMES,North America,U.S.,,X,X,
,342,Hannah Senesh: Her Life & Diary,Hannah ,Senesh ,1933,Hungary,"Diaries, Journals, and Letters",Hannah Senesh: Her Life & Diary,Hannah ,Senesh ,,PLACES AND HOMES,Europe,Hungary,,,,
,343,The Good Times are Killing Me,Lynda ,Barry ,1988,U.S.,Novels,The Good Times are Killing Me,Lynda ,Barry ,,PLACES AND HOMES,North America,U.S.,,,,
,344,Getting Home Alive,Aurora Levins ,Morales,1986,Puerto Rico,Essays,Getting Home Alive,Aurora Levins ,Morales,Rosario Morales ,PLACES AND HOMES,Caribbean,Puerto Rico,,X,,
,345,A Belfast Woman,Mary ,Beckett ,1980,Ireland,Short Stories,A Belfast Woman,Mary ,Beckett ,,PLACES AND HOMES,Europe,Ireland,,,,
,346,Beka Lamb,Zee ,Edgell ,1982,Belize,Novels,Beka Lamb,Zee ,Edgell ,,PLACES AND HOMES,South and Central America,Belize,,,,
,347,Bake-Face and Other Guava Stories,Opal Palmer ,Adisa ,1986,Jamaica,Short Stories,Bake-Face and Other Guava Stories,Opal Palmer ,Adisa ,,PLACES AND HOMES,Caribbean,Jamaica,,,,
POWER (Read: 1),,,,,,,,,,,,POWER,,,,,,
,348,Sister Outsider,Audre ,Lorde ,1984,U.S.,Essays,Sister Outsider,Audre ,Lorde ,,POWER,North America,U.S.,,X,X,
,349,Memoirs of a Korean Queen,Lady ,Hong ,1796,Korea,Autobiographies and Memoirs,Memoirs of a Korean Queen,Lady ,Hong ,,POWER,Asia,Korea,,,,
,350,Sofia Petrovna,Lydia ,Chukovskaya ,1965,Russia,Novels,Sofia Petrovna,Lydia ,Chukovskaya ,,POWER,Europe,Russia,,,,
r,351,The Yellow Wallpaper,Charlotte Perkins ,Gilman ,1892,U.S.,Novels,The Yellow Wallpaper,Charlotte Perkins ,Gilman ,,POWER,North America,U.S.,,,,
,352,The Women Outside: Meanings and Myths of Homelessness,Stephanie ,Golden ,1992,U.S.,Nonfiction,The Women Outside: Meanings and Myths of Homelessness,Stephanie ,Golden ,,POWER,North America,U.S.,,,,
,353,"Women, Culture, & Politics",Angela Y. ,Davis ,1990,U.S.,Essays,"Women, Culture, & Politics",Angela Y. ,Davis ,,POWER,North America,U.S.,,X,,
,354,A Vindication of the Rights of Women,Mary ,Wollstonecraft ,1792,England,Nonfiction,A Vindication of the Rights of Women,Mary ,Wollstonecraft ,,POWER,Europe,England,,,,
,355,The Threshing Floor,Barbara ,Burford ,1987,England,Short Stories,The Threshing Floor,Barbara ,Burford ,,POWER,Europe,England,,,X,
,356,A Taste of Power: A Black Woman's Story,Elaine ,Brown ,1992,U.S.,Autobiographies and Memoirs,A Taste of Power: A Black Woman's Story,Elaine ,Brown ,,POWER,North America,U.S.,,,,
,357,Sultana's Dream and Selections from The Secluded Ones,Rokeya Sakhawat ,Hossain ,1905,Bangladesh,Nonfiction,Sultana's Dream and Selections from The Secluded Ones,Rokeya Sakhawat ,Hossain ,,POWER,Asia,Bangladesh,,,,
,358,Praying for Sheetrock,Melissa Fay ,Greene ,1991,U.S.,Nonfiction,Praying for Sheetrock,Melissa Fay ,Greene ,,POWER,North America,U.S.,,X,,
,359,A Persian Requiem,Simin ,Daneshvar ,1969,Iran,Novels,A Persian Requiem,Simin ,Daneshvar ,,POWER,Middle East,Iran,,,,
,360,"Oroonoko, The Rover and Other Works",Aphra ,Behn ,1677,England,Novels,"Oroonoko, The Rover and Other Works",Aphra ,Behn ,,POWER,Europe,England,,,,
,361,Mean Spirit,Linda ,Hogan ,1990,U.S.,Novels,Mean Spirit,Linda ,Hogan ,,POWER,North America,U.S.,,X,,
,362,"Mary, Queen of Scots",Antonia ,Fraser ,1969,Scotland,Biographies,"Mary, Queen of Scots",Antonia ,Fraser ,,POWER,Europe,Scotland,England,,,
,363,The Living is Easy,Dorothy ,West ,1948,U.S.,Novels,The Living is Easy,Dorothy ,West ,,POWER,North America,U.S.,,X,,
,364,Killing Color,Charlotte Watson ,Sherman ,1992,U.S.,Short Stories,Killing Color,Charlotte Watson ,Sherman ,,POWER,North America,U.S.,,X,,
,365,Kelroy,Rebecca ,Rush ,1812,U.S.,Novels,Kelroy,Rebecca ,Rush ,,POWER,North America,U.S.,,,,
,366,John Dollar,Marianne ,Wiggins ,1989,Burma,Novels,John Dollar,Marianne ,Wiggins ,,POWER,Asia,Burma,U.S.,,,
,367,"I, Rigoberta Menchú: An Indian Woman in Guatemala",Rigoberta ,Menchú,1983,Guatemala,Interviews and Oral History,"I, Rigoberta Menchú: An Indian Woman in Guatemala",Rigoberta ,Menchú,Elisabeth Burgos-Debray,POWER,South and Central America,Guatemala,,,,
,368,How to Suppress Women's Writing,Joanna ,Russ ,1983,U.S.,Nonfiction,How to Suppress Women's Writing,Joanna ,Russ ,,POWER,North America,U.S.,,,,
,369,The House of Ulloa,Emilie Pardo ,Bazán ,1886,Spain,Novels,The House of Ulloa,Emilie Pardo ,Bazán ,,POWER,Europe,Spain,,,,
,370,Grandmothers of the Light: A Medicine Women's Sourcebook,Paula Gunn ,Allen ,1991,U.S.,Nonfiction,Grandmothers of the Light: A Medicine Women's Sourcebook,Paula Gunn ,Allen ,,POWER,North America,U.S.,,X,,
,371,God Bless the Child,Kristin ,Hunter ,1964,U.S.,Novels,God Bless the Child,Kristin ,Hunter ,,POWER,North America,U.S.,,X,,
,372,The Daughter of Time,Josephine ,Tey ,1951,England,Novels,The Daughter of Time,Josephine ,Tey ,,POWER,Europe,England,,,,
,373,City of Kings,Rosario ,Castellanos ,1960,Mexico,Short Stories,City of Kings,Rosario ,Castellanos ,,POWER,North America,Mexico,,,,
,374,"The Beggars' Strike, or The Dregs of Society",Aminata Sow ,Fall ,1979,Senegal,Novels,"The Beggars' Strike, or The Dregs of Society",Aminata Sow ,Fall ,,POWER,Africa,Senegal,,,,
,375,Backlash: The Undeclared War Against American Women,Susan ,Faludi ,1991,U.S.,Nonfiction,Backlash: The Undeclared War Against American Women,Susan ,Faludi ,,POWER,North America,U.S.,,,,
,376,Awaiting Trespass,Linda ,Ty-Casper ,1985,Philippines,Novels,Awaiting Trespass,Linda ,Ty-Casper ,,POWER,Asia,Philippines,,,,
,377,And They Didn't Die,Lauretta ,Ngcobo ,1990,South Africa,Novels,And They Didn't Die,Lauretta ,Ngcobo ,,POWER,Africa,South Africa,,,,
TRIALS AND ADVERSITY (Read: 2),,,,,,,,,,,,TRIALS AND ADVERSITY,,,,,,
tr,378,The Hour of the Star,Clarice ,Lispector ,1977,Brazil,Novels,The Hour of the Star,Clarice ,Lispector ,,TRIALS AND ADVERSITY,South and Central America,Brazil,,,,
tr,379,The Bell Jar,Sylvia ,Plath ,1963,U.S.,Novels,The Bell Jar,Sylvia ,Plath ,,TRIALS AND ADVERSITY,North America,U.S.,,,,
,380,A War of Eyes and Other Stories,Wanda ,Coleman ,1988,U.S.,Short Stories,A War of Eyes and Other Stories,Wanda ,Coleman ,,TRIALS AND ADVERSITY,North America,U.S.,,X,,
,381,This Child's Gonna Live,Sarah E. ,Wright ,1969,U.S.,Novels,This Child's Gonna Live,Sarah E. ,Wright ,,TRIALS AND ADVERSITY,North America,U.S.,,X,,
,382,Second Class Citizen,Buchi ,Emechta ,1974,Nigeria,Novels,Second Class Citizen,Buchi ,Emechta ,,TRIALS AND ADVERSITY,Africa,Nigeria,,,,
r,383,Rebecca,Daphne ,DuMaurier ,1938,England,Novels,Rebecca,Daphne ,DuMaurier ,,TRIALS AND ADVERSITY,Europe,England,,,,
,384,Plaintext: Deciphering a Woman's Life,Nancy ,Mairs ,1986,U.S.,Essays,Plaintext: Deciphering a Woman's Life,Nancy ,Mairs ,,TRIALS AND ADVERSITY,North America,U.S.,,,,
,385,"Our Nig; or Sketches from the Life of a Free Black, in a Two-Story House, North, Showing that Slavery's Shadows Fall Even There",Harriet E. ,Wilson ,1859,U.S.,Novels,"Our Nig; or Sketches from the Life of a Free Black, in a Two-Story House, North, Showing that Slavery's Shadows Fall Even There",Harriet E. ,Wilson ,,TRIALS AND ADVERSITY,North America,U.S.,,X,,
,386,"Or Else, The Lightning God & Other Stories",Catherine ,Lim ,1980,Singapore,Short Stories,"Or Else, The Lightning God & Other Stories",Catherine ,Lim ,,TRIALS AND ADVERSITY,Asia,Singapore,,,,
,387,Nectar in a Sieve,Kamala ,Markandaya ,1954,India,Novels,Nectar in a Sieve,Kamala ,Markandaya ,,TRIALS AND ADVERSITY,Asia,India,,,,
,388,My Father's House,Sylvia ,Fraser ,1987,Canada,Autobiographies and Memoirs,My Father's House,Sylvia ,Fraser ,,TRIALS AND ADVERSITY,North America,Canada,,,,
,389,A Mountainous Journey,Fadwa ,Tuqan ,1985,Palestine,Autobiographies and Memoirs,A Mountainous Journey,Fadwa ,Tuqan ,,TRIALS AND ADVERSITY,Middle East,Palestine,,,,
,390,Magic Eyes: Scenes from an Andean Girlhood,Alicia ,Vásquez,1992,Columbia,Interviews and Oral History,Magic Eyes: Scenes from an Andean Girlhood,Alicia ,Vásquez,"María Vásquez, Wendy Ewald",TRIALS AND ADVERSITY,South and Central America,Columbia,U.S.,,,
,391,Love Must Not Be Forgotten,Zhang ,Jie ,1986,China,Short Stories,Love Must Not Be Forgotten,Zhang ,Jie ,,TRIALS AND ADVERSITY,Asia,China,,,,
,392,Journey into the Whirlwind,Eugenia Semyonovna ,Ginzburg ,1967,Russia,Autobiographies and Memoirs,Journey into the Whirlwind,Eugenia Semyonovna ,Ginzburg ,,TRIALS AND ADVERSITY,Europe,Russia,,,,
,393,Incidents in the Life of a Slave Girl,Harriet ,Jacobs ,1861,U.S.,Autobiographies and Memoirs,Incidents in the Life of a Slave Girl,Harriet ,Jacobs ,,TRIALS AND ADVERSITY,North America,U.S.,,X,,
,394,The House with the Blind Glass Windows,Herbjørg ,Wassmo ,1981,Norway,Novels,The House with the Blind Glass Windows,Herbjørg ,Wassmo ,,TRIALS AND ADVERSITY,Europe,Norway,,,,
r,395,The House of Mirth,Edith ,Wharton ,1905,U.S.,Novels,The House of Mirth,Edith ,Wharton ,,TRIALS AND ADVERSITY,North America,U.S.,,,,
,396,The Girls of Slender Means,Muriel ,Spark ,1963,England,Novels,The Girls of Slender Means,Muriel ,Spark ,,TRIALS AND ADVERSITY,Europe,England,,,,
,397,A Daughter of Han: The Autobiography of a Chinese Working Woman,Ning Lao ,T'ai-t'ai,1945,China,Interviews and Oral History,A Daughter of Han: The Autobiography of a Chinese Working Woman,Ning Lao ,T'ai-t'ai,Ida Pruitt,TRIALS AND ADVERSITY,Asia,China,,,,
,398,Daughter of Earth,Agnes ,Smedley ,1929,U.S.,Novels,Daughter of Earth,Agnes ,Smedley ,,TRIALS AND ADVERSITY,North America,U.S.,,,,
,399,Christabel,Christabel ,Bielenberg ,1968,England,Autobiographies and Memoirs,Christabel,Christabel ,Bielenberg ,,TRIALS AND ADVERSITY,Europe,England,,,,
,400,The Censors,Luisa ,Valenzuela ,1976,Argentina,Short Stories,The Censors,Luisa ,Valenzuela ,,TRIALS AND ADVERSITY,South and Central America,Argentina,,,,
,401,Berji Kristin: Tales from the Garbage Hills,Latife ,Tekin ,1984,Turkey,Novels,Berji Kristin: Tales from the Garbage Hills,Latife ,Tekin ,,TRIALS AND ADVERSITY,Middle East,Turkey,,,,
tr,402,Anne Frank: The Diary of a Young Girl,Anne ,Frank ,1947,Holland,"Diaries, Journals, and Letters",Anne Frank: The Diary of a Young Girl,Anne ,Frank ,,TRIALS AND ADVERSITY,Europe,Holland,,,,
VIOLENCE (Read: 1),,,,,,,,,,,,VIOLENCE,,,,,,
r,403,Beloved,Toni ,Morrison ,1988,U.S.,Novels,Beloved,Toni ,Morrison ,,VIOLENCE,North America,U.S.,,X,,
tr,404,The Bone People,Keri ,Hulme ,1985,New Zealand,Novels,The Bone People,Keri ,Hulme ,,VIOLENCE,Oceania,New Zealand,,,,
,405,Regeneration,Pat ,Barker ,1992,England,Novels,Regeneration,Pat ,Barker ,,VIOLENCE,Europe,England,,,X,
,406,Yes Is Better Than No,Byrd ,Baylor ,1991,U.S.,Novels,Yes Is Better Than No,Byrd ,Baylor ,,VIOLENCE,North America,U.S.,,X,,
,407,A Woman's Civil War,Cornelia Peake ,McDonald ,1862,U.S.,"Diaries, Journals, and Letters",A Woman's Civil War,Cornelia Peake ,McDonald ,,VIOLENCE,North America,U.S.,,,,
,408,Still Loved by the Sun: A Rape Survivor's Journal,Migael ,Scherer ,1992,U.S.,Autobiographies and Memoirs,Still Loved by the Sun: A Rape Survivor's Journal,Migael ,Scherer ,,VIOLENCE,North America,U.S.,,,,
,409,"Scraps of Life: Chilean Arpilleras, Chilean Women, and the Pinochet Dictatorship",Marjorie ,Agosín ,1987,Chile,Nonfiction,"Scraps of Life: Chilean Arpilleras, Chilean Women, and the Pinochet Dictatorship",Marjorie ,Agosín ,,VIOLENCE,South and Central America,Chile,U.S.,,,
,410,The Montreal Massacre,Louise ,Malette,1991,Canada,Nonfiction,The Montreal Massacre,Louise ,Malette,Marie Chalouh,VIOLENCE,North America,Canada,,,,
,411,The Loony-Bin Trip,Kate ,Millett ,1990,U.S.,Autobiographies and Memoirs,The Loony-Bin Trip,Kate ,Millett ,,VIOLENCE,North America,U.S.,,,X,
,412,The House Tibet,Georgia ,Savage ,1988,Australia,Novels,The House Tibet,Georgia ,Savage ,,VIOLENCE,Oceania,Australia,,,,
,413,"The History of Mary Prince, a West Indian Slave, Related by Herself",Mary ,Prince ,1831,West Indies,Autobiographies and Memoirs,"The History of Mary Prince, a West Indian Slave, Related by Herself",Mary ,Prince ,,VIOLENCE,Caribbean,West Indies,,,,
,414,G Is for Gumshoe,Sue ,Grafton ,1990,U.S.,Novels,G Is for Gumshoe,Sue ,Grafton ,,VIOLENCE,North America,U.S.,,,,
,415,Dumba Nengue: Run for Your Life: Peasant Tales of Tragedy in Mozambique,Lina ,Magaia ,1988,Mozambique,Nonfiction,Dumba Nengue: Run for Your Life: Peasant Tales of Tragedy in Mozambique,Lina ,Magaia ,,VIOLENCE,Africa,Mozambique,,,,
,416,Dogeaters,Jessica ,Hagedorn ,1990,Philippines,Novels,Dogeaters,Jessica ,Hagedorn ,,VIOLENCE,Asia,Philippines,,,,
,417,Cracking India,Bapsi ,Sidhwa ,1991,Pakistan,Novels,Cracking India,Bapsi ,Sidhwa ,,VIOLENCE,Asia,Pakistan,,,,
,418,A Chorus of Stones: The Private Life of War,Susan ,Griffin ,1992,U.S.,Nonfiction,A Chorus of Stones: The Private Life of War,Susan ,Griffin ,,VIOLENCE,North America,U.S.,,,,
,419,Child of the Dark: The Diary of Carolina Maria de Jesus,Carolina Maria ,de Jesus ,1960,Brazil,"Diaries, Journals, and Letters",Child of the Dark: The Diary of Carolina Maria de Jesus,Carolina Maria ,de Jesus ,,VIOLENCE,South and Central America,Brazil,,,,
,420,Cartucho/My Mother's Hands,Nellie ,Campobello ,1931,Mexico,Short Stories,Cartucho/My Mother's Hands,Nellie ,Campobello ,,VIOLENCE,North America,Mexico,,,,
,421,The Butcher's Wife,Li ,Ang ,1983,China,Novels,The Butcher's Wife,Li ,Ang ,,VIOLENCE,Asia,China,,,,
,422,Burmese Looking Glass: A Human Rights Adventure and a Jungle Revolution,Edith T. ,Mirante ,1993,Burma,Nonfiction,Burmese Looking Glass: A Human Rights Adventure and a Jungle Revolution,Edith T. ,Mirante ,,VIOLENCE,Asia,Burma,U.S.,,,
,423,Beirut Fragments: A War Memoir,Jean Said ,Makdisi ,1990,Lebanon,Autobiographies and Memoirs,Beirut Fragments: A War Memoir,Jean Said ,Makdisi ,,VIOLENCE,Middle East,Lebanon,,,,
,424,"Against Our Will: Men, Women and Rape",Susan ,Brownmiller ,1975,U.S.,Nonfiction,"Against Our Will: Men, Women and Rape",Susan ,Brownmiller ,,VIOLENCE,North America,U.S.,,,,
WAYS OF KNOWING (Read: 0),,,,,,,,,,,,WAYS OF KNOWING,,,,,,
,425,Writing a Woman's Life,Carolyn G. ,Heilbrun ,1988,U.S.,Nonfiction,Writing a Woman's Life,Carolyn G. ,Heilbrun ,,WAYS OF KNOWING,North America,U.S.,,,,
,426,The Second Sex,Simone ,de Beauvoir ,1949,France,Nonfiction,The Second Sex,Simone ,de Beauvoir ,,WAYS OF KNOWING,Europe,France,,,,
,427,Yours in Struggle: Three Feminist Perspectives on Anti-Semitism and Racism,Elly ,Bulkin,1984,U.S.,Essays,Yours in Struggle: Three Feminist Perspectives on Anti-Semitism and Racism,Elly ,Bulkin,"Minnie Bruce Pratt, Barbara Smith",WAYS OF KNOWING,North America,U.S.,,X,X,
,428,Working-Class Women in the Academy: Laborers in the Knowledge Factory,Michele M. ,Tokarczyk,1993,U.S.,Essays,Working-Class Women in the Academy: Laborers in the Knowledge Factory,Michele M. ,Tokarczyk,Elizabeth A. Fay,WAYS OF KNOWING,North America,U.S.,,,,
,429,"Women's Ways of Knowing: The Development of Self, Voice and Mind",Mary Field,Belenky,1986,U.S.,Nonfiction,"Women's Ways of Knowing: The Development of Self, Voice and Mind",Mary Field,Belenky,"Blythe McVicker Clinchy, Nancy Rule Goldberger, Jill Mattuck Tarule",WAYS OF KNOWING,North America,U.S.,,,,
,430,Waterlily,Ella Cara ,Deloria ,1944,U.S.,Novels,Waterlily,Ella Cara ,Deloria ,,WAYS OF KNOWING,North America,U.S.,,X,,
,431,Typical American,Gish ,Jen ,1991,U.S.,Novels,Typical American,Gish ,Jen ,,WAYS OF KNOWING,North America,U.S.,,X,,
,432,"Talking Back: Thinking Feminist, Thinking Black",bell ,hooks ,1989,U.S.,Essays,"Talking Back: Thinking Feminist, Thinking Black",bell ,hooks ,,WAYS OF KNOWING,North America,U.S.,,X,,
,433,The Straight Mind (and Other Essays),Monique ,Wittig ,1992,France,Essays,The Straight Mind (and Other Essays),Monique ,Wittig ,,WAYS OF KNOWING,Europe,France,,,X,
,434,"Sassafrass, Cypress & Indigo",Ntozake ,Shange ,1982,U.S.,Novels,"Sassafrass, Cypress & Indigo",Ntozake ,Shange ,,WAYS OF KNOWING,North America,U.S.,,X,,
,435,Real-Farm,Patricia Tichenor ,Westfall ,1989,U.S.,Essays,Real-Farm,Patricia Tichenor ,Westfall ,,WAYS OF KNOWING,North America,U.S.,,,,
,436,Plain and Simple,Sue ,Bender ,1989,U.S.,Autobiographies and Memoirs,Plain and Simple,Sue ,Bender ,,WAYS OF KNOWING,North America,U.S.,,,,
,437,Odd Girls and Twilight Lovers: A History of Lesbian Life in Twentieth-Century America,Lillian ,Faderman ,1991,U.S.,Nonfiction,Odd Girls and Twilight Lovers: A History of Lesbian Life in Twentieth-Century America,Lillian ,Faderman ,,WAYS OF KNOWING,North America,U.S.,,,X,
,438,A Natural History of the Senses,Diane ,Ackerman ,1990,U.S.,Nonfiction,A Natural History of the Senses,Diane ,Ackerman ,,WAYS OF KNOWING,North America,U.S.,,,,
,439,My Story,Kamala ,Das ,1976,India,Autobiographies and Memoirs,My Story,Kamala ,Das ,,WAYS OF KNOWING,Asia,India,,,,
,440,Mohawk Trail,Beth ,Brant ,1985,Canada,Short Stories,Mohawk Trail,Beth ,Brant ,,WAYS OF KNOWING,North America,Canada,,X,,
,441,Man Made Language,Dale ,Spender ,1980,Australia,Nonfiction,Man Made Language,Dale ,Spender ,,WAYS OF KNOWING,Oceania,Australia,,,,
,442,Mama Day,Gloria ,Naylor ,1988,U.S.,Novels,Mama Day,Gloria ,Naylor ,,WAYS OF KNOWING,North America,U.S.,,X,,
,443,"Living by Water: Essays on Life, Land and Spirit",Brenda ,Peterson ,1990,U.S.,Essays,"Living by Water: Essays on Life, Land and Spirit",Brenda ,Peterson ,,WAYS OF KNOWING,North America,U.S.,,,,
,444,Landscape for a Good Woman: A Story of Two Lives,Carolyn Kay ,Steedman ,1987,England,Nonfiction,Landscape for a Good Woman: A Story of Two Lives,Carolyn Kay ,Steedman ,,WAYS OF KNOWING,Europe,England,,,,
